id;age;male;eduyears;nzeuro;rightwing;neg_ath;neg_bd;neg_ch;neg_hd;neg_jw;neg_ms;thr_ath;thr_bd;thr_ch;thr_hd;thr_jw;rural;thr_ms;wave;religiosity
60;71;Male;13,0;1;7;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Somewhat negative;Neither negative nor positive;Very Negative;2;Not threatening at all;Not very threatening;Somewhat threatening;Not very threatening;Not Rural;Very threatening;2018;6
60;72;Male;14,0;1;6;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Somewhat negative;Neither negative nor positive;Very Negative;2;Not threatening at all;Not very threatening;Somewhat threatening;Not very threatening;Not Rural;Very threatening;2019;6
61;46;Not Male;14,0;1;NA;Very positive;Very positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Somewhat threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;7
61;47;Not Male;NA;1;NA;Very positive;Very positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Somewhat threatening;Not very threatening;Not very threatening;Rural;Somewhat threatening;2019;7
62;68;Male;15,0;1;NA;Somewhat negative;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Rural;Not very threatening;2018;4
62;69;Male;20,0;1;NA;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not threatening at all;Not very threatening;Not very threatening;Rural;Somewhat threatening;2019;6
63;28;Male;17,0;NA;8;Very positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;1;Not threatening at all;Not very threatening;Not threatening at all;Not threatening at all;Not Rural;Somewhat threatening;2018;7
63;29;Male;16,0;NA;9;Very positive;Very positive;Very positive;Very positive;Very positive;Somewhat negative;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Somewhat threatening;2019;7
64;28;Male;20,0;NA;7;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2018;6
64;29;Male;19,0;NA;7;Neither negative nor positive;Neither negative nor positive;Very Negative;Neither negative nor positive;Neither negative nor positive;Very Negative;2;Not threatening at all;Somewhat threatening;Not threatening at all;Not threatening at all;Not Rural;Somewhat threatening;2019;7
65;28;Male;18,0;1;4;Neither negative nor positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Somewhat positive;Somewhat negative;1;Not threatening at all;Not very threatening;Not threatening at all;Not threatening at all;Not Rural;NA;2018;5
65;29;Male;17,0;1;4;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;NA;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2019;6
66;27;Male;18,0;1;7;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Somewhat threatening;2018;7
66;28;Male;18,0;1;7;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2019;6
67;65;Not Male;11,0;1;8;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;7
67;66;Not Male;21,0;1;5;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not very threatening;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2019;6
68;64;Not Male;25,0;NA;3;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;NA;NA;NA;NA;NA;Not Rural;NA;2018;7
68;65;Not Male;25,0;NA;4;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2019;7
69;64;Male;12,0;1;3;Somewhat positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;6
69;65;Male;16,0;1;2;Somewhat positive;NA;Somewhat positive;NA;NA;Somewhat positive;2;Not very threatening;Not very threatening;NA;Somewhat threatening;Not Rural;Somewhat threatening;2019;6
70;65;Male;18,0;NA;6;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;6
70;66;Male;20,0;NA;5;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2019;4
71;65;Not Male;11,0;NA;5;NA;Somewhat positive;Neither negative nor positive;Somewhat positive;Somewhat negative;Somewhat negative;NA;Not threatening at all;Not very threatening;Not very threatening;Somewhat threatening;Not Rural;Very threatening;2018;3
71;66;Not Male;10,0;NA;0;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;Somewhat negative;2;Not threatening at all;Not threatening at all;Not threatening at all;Not very threatening;Not Rural;Somewhat threatening;2019;3
72;42;Not Male;15,0;NA;5;Neither negative nor positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;3;Not very threatening;Not very threatening;Not very threatening;Somewhat threatening;Not Rural;Somewhat threatening;2018;4
72;43;Not Male;16,0;NA;NA;Very Negative;Somewhat positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;3;Not threatening at all;Not threatening at all;Not very threatening;Not very threatening;Not Rural;Somewhat threatening;2019;4
73;31;Not Male;19,0;1;1;Very positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;6
73;32;Not Male;19,0;1;2;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2019;7
74;68;Not Male;21,0;NA;NA;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;6
74;69;Not Male;19,0;NA;3;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2019;4
75;51;Not Male;15,0;1;0;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;7
75;52;Not Male;22,0;1;0;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2019;7
76;71;Male;13,0;1;2;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;4
76;72;Male;13,0;1;2;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not very threatening;2019;4
77;25;Male;18,0;NA;NA;Neither negative nor positive;Somewhat positive;Somewhat negative;Somewhat negative;Somewhat negative;Somewhat negative;2;Not very threatening;Not very threatening;NA;Not very threatening;Not Rural;NA;2018;5
77;26;Male;19,0;NA;NA;Somewhat positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;2;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Not very threatening;2019;4
78;51;Not Male;13,0;1;0;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;4
78;52;Not Male;14,0;1;0;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2019;4
79;63;Not Male;NA;NA;0;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Neither negative nor positive;2;Not threatening at all;Not threatening at all;Not threatening at all;Not very threatening;Not Rural;Not very threatening;2018;6
79;64;Not Male;NA;NA;0;Very positive;Somewhat positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Somewhat negative;1;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not Rural;Somewhat threatening;2019;6
80;49;Not Male;21,0;1;5;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;4
80;50;Not Male;25,0;1;5;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2019;4
81;43;Male;21,0;NA;6;Neither negative nor positive;Very positive;Very positive;Very positive;Very positive;Very positive;1;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not Rural;Not threatening at all;2018;3
